Table 110-01001 : Population by Sex and Age Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,20 - 24,102.1,N.A.,107.6,N.A.,109.4,N.A.,106.1,N.A.,107.6,N.A.,101.0,N.A.,112.4,N.A.,124.9,N.A.,136.8,N.A.,158.1,N.A.,177.4,N.A.,190.4,N.A.,204.3,N.A.,215.0,N.A.,224.5,N.A.,233.1,N.A.,243.9,N.A.,255.0,N.A.,285.2,N.A.,305.0,N.A.,318.1,N.A.,317.1,N.A.,313.0,N.A.,304.9,N.A.,296.7,N.A.,290.0,N.A.,278.3,N.A.,262.9,N.A.,248.3,N.A.,235.0,N.A.,227.6,N.A.,220.5,N.A.,219.9,N.A.,222.8,N.A.,224.5,N.A.,236.7,236.9,235.6,233.9,230.8,230.6,227.4,226.4,224.7,226.9,225.1,224.1,222.7,222.4,221.8,224.0,226.0,227.0,226.4,225.5,225.6,223.7,221.3,219.1,217.9,218.9,218.9,219.6,219.9,222.1,221.7,223.9,226.3,227.0,226.3,224.1,223.8,223.4,222.6,220.6,220.3,219.3,216.5,213.2,208.7,204.0,195.6,188.6,182.6,171.9,164.7,162.3,153.0,153.4,159.1,154.0,154.1,152.8,150.7,147.3,3.2,N.A.,3.3,N.A.,3.2,N.A.,3.0,N.A.,3.0,N.A.,2.8,N.A.,3.0,N.A.,3.3,N.A.,3.5,N.A.,4.0,N.A.,4.4,N.A.,4.6,N.A.,4.8,N.A.,4.9,N.A.,5.0,N.A.,5.2,N.A.,5.3,N.A.,5.5,N.A.,5.8,N.A.,6.0,N.A.,6.1,N.A.,6.0,N.A.,5.9,N.A.,5.7,N.A.,5.4,N.A.,5.2,N.A.,5.0,N.A.,4.7,N.A.,4.4,N.A.,4.1,N.A.,4.0,N.A.,3.8,N.A.,3.7,N.A.,3.7,N.A.,3.6,N.A.,3.7,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.8,2.7,2.6,2.5,2.4,2.3,2.2,2.2,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0
Male,25 - 29,129.8,N.A.,129.4,N.A.,126.8,N.A.,120.7,N.A.,116.9,N.A.,106.7,N.A.,106.6,N.A.,106.0,N.A.,104.5,N.A.,109.9,N.A.,116.5,N.A.,125.5,N.A.,142.5,N.A.,164.5,N.A.,183.9,N.A.,197.2,N.A.,206.1,N.A.,213.6,N.A.,238.1,N.A.,255.2,N.A.,270.5,N.A.,281.0,N.A.,293.2,N.A.,303.3,N.A.,310.4,N.A.,315.4,N.A.,317.8,N.A.,316.0,N.A.,312.1,N.A.,302.2,N.A.,294.1,N.A.,282.0,N.A.,270.6,N.A.,260.7,N.A.,251.3,N.A.,249.4,247.1,246.0,244.9,245.2,243.7,243.5,245.4,242.6,242.2,240.5,239.5,236.2,231.1,228.0,225.5,223.3,221.3,220.5,222.9,223.8,225.7,226.7,228.7,230.5,230.8,230.6,230.2,230.3,228.9,229.5,227.5,226.0,223.0,221.8,223.5,224.2,224.5,226.0,227.8,227.7,228.8,229.7,229.2,227.7,224.5,224.6,223.7,221.9,216.7,214.5,211.8,207.3,208.6,205.4,201.8,194.9,191.0,188.6,182.5,4.1,N.A.,3.9,N.A.,3.7,N.A.,3.4,N.A.,3.2,N.A.,2.9,N.A.,2.9,N.A.,2.8,N.A.,2.7,N.A.,2.8,N.A.,2.9,N.A.,3.0,N.A.,3.4,N.A.,3.8,N.A.,4.1,N.A.,4.4,N.A.,4.5,N.A.,4.6,N.A.,4.8,N.A.,5.0,N.A.,5.2,N.A.,5.3,N.A.,5.5,N.A.,5.6,N.A.,5.7,N.A.,5.7,N.A.,5.7,N.A.,5.6,N.A.,5.5,N.A.,5.3,N.A.,5.1,N.A.,4.9,N.A.,4.6,N.A.,4.3,N.A.,4.1,N.A.,3.9,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.5,3.4,3.4,3.3,3.3,3.3,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.5,2.5,2.4
Male,30 - 34,135.4,N.A.,138.1,N.A.,138.7,N.A.,136.4,N.A.,134.8,N.A.,126.9,N.A.,125.7,N.A.,122.7,N.A.,117.7,N.A.,116.8,N.A.,115.2,N.A.,114.2,N.A.,113.7,N.A.,113.5,N.A.,117.3,N.A.,126.1,N.A.,139.1,N.A.,156.7,N.A.,186.1,N.A.,210.3,N.A.,231.4,N.A.,241.5,N.A.,249.1,N.A.,253.4,N.A.,258.3,N.A.,267.0,N.A.,279.7,N.A.,291.2,N.A.,303.1,N.A.,310.2,N.A.,317.6,N.A.,318.9,N.A.,319.9,N.A.,318.1,N.A.,312.2,N.A.,315.1,308.2,300.0,291.8,284.8,278.4,271.1,264.3,263.2,259.9,255.9,253.5,251.6,249.1,247.0,244.9,243.9,242.5,241.8,239.9,238.8,238.8,236.7,232.4,230.2,227.6,225.0,223.5,223.3,225.2,225.8,226.8,228.4,230.2,231.9,232.9,233.0,232.8,233.8,232.1,233.0,231.3,229.3,227.4,227.9,230.5,230.1,231.2,231.2,229.8,228.0,226.7,225.6,228.6,226.7,225.4,226.7,226.7,226.8,225.7,4.3,N.A.,4.2,N.A.,4.1,N.A.,3.9,N.A.,3.7,N.A.,3.5,N.A.,3.4,N.A.,3.2,N.A.,3.0,N.A.,3.0,N.A.,2.8,N.A.,2.8,N.A.,2.7,N.A.,2.6,N.A.,2.6,N.A.,2.8,N.A.,3.0,N.A.,3.4,N.A.,3.8,N.A.,4.2,N.A.,4.5,N.A.,4.6,N.A.,4.7,N.A.,4.7,N.A.,4.7,N.A.,4.8,N.A.,5.0,N.A.,5.2,N.A.,5.3,N.A.,5.4,N.A.,5.5,N.A.,5.5,N.A.,5.4,N.A.,5.3,N.A.,5.1,N.A.,4.9,4.8,4.6,4.5,4.4,4.2,4.1,4.0,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0
Male,35 - 39,119.1,N.A.,122.8,N.A.,126.4,N.A.,128.8,N.A.,132.4,N.A.,130.4,N.A.,133.5,N.A.,134.4,N.A.,132.9,N.A.,133.9,N.A.,133.1,N.A.,131.0,N.A.,130.9,N.A.,132.1,N.A.,132.2,N.A.,129.3,N.A.,123.6,N.A.,118.9,N.A.,125.6,N.A.,132.0,N.A.,142.8,N.A.,157.2,N.A.,175.8,N.A.,193.8,N.A.,210.6,N.A.,224.2,N.A.,236.1,N.A.,244.7,N.A.,251.0,N.A.,256.0,N.A.,265.9,N.A.,276.8,N.A.,291.7,N.A.,306.7,N.A.,317.4,N.A.,333.6,333.1,336.3,334.8,334.8,331.4,331.0,329.1,323.1,316.5,312.7,307.7,301.1,292.1,283.3,276.8,270.5,261.9,256.6,252.3,248.0,245.3,243.4,241.9,241.3,239.9,240.0,239.3,238.7,235.7,234.5,234.5,234.5,231.1,229.5,228.4,226.8,225.1,225.3,227.0,228.0,230.0,232.2,234.8,237.7,239.4,240.3,240.6,240.1,235.1,234.5,230.9,227.3,230.1,231.8,232.4,232.8,234.7,237.0,240.2,3.8,N.A.,3.7,N.A.,3.7,N.A.,3.7,N.A.,3.7,N.A.,3.6,N.A.,3.6,N.A.,3.5,N.A.,3.4,N.A.,3.4,N.A.,3.3,N.A.,3.2,N.A.,3.1,N.A.,3.0,N.A.,3.0,N.A.,2.9,N.A.,2.7,N.A.,2.5,N.A.,2.5,N.A.,2.6,N.A.,2.8,N.A.,3.0,N.A.,3.3,N.A.,3.6,N.A.,3.9,N.A.,4.1,N.A.,4.2,N.A.,4.3,N.A.,4.4,N.A.,4.5,N.A.,4.6,N.A.,4.8,N.A.,4.9,N.A.,5.1,N.A.,5.2,N.A.,5.2,5.1,5.2,5.1,5.1,5.0,5.0,5.0,4.8,4.7,4.7,4.6,4.5,4.3,4.2,4.1,4.0,3.9,3.8,3.7,3.6,3.6,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2
Male,40 - 44,106.9,N.A.,110.6,N.A.,113.2,N.A.,113.8,N.A.,115.7,N.A.,113.5,N.A.,117.7,N.A.,121.6,N.A.,124.7,N.A.,130.7,N.A.,134.9,N.A.,136.5,N.A.,137.0,N.A.,137.3,N.A.,137.7,N.A.,137.9,N.A.,137.5,N.A.,137.6,N.A.,144.1,N.A.,145.4,N.A.,146.1,N.A.,141.8,N.A.,136.8,N.A.,133.2,N.A.,134.2,N.A.,140.6,N.A.,154.1,N.A.,172.7,N.A.,191.9,N.A.,208.5,N.A.,224.1,N.A.,234.1,N.A.,243.5,N.A.,251.1,N.A.,258.3,N.A.,275.6,282.9,288.1,295.1,303.9,311.8,316.4,319.6,326.9,333.9,335.4,334.6,335.2,334.2,332.9,329.8,328.9,325.0,318.4,309.0,304.4,299.6,293.1,284.6,277.1,269.4,262.7,254.7,250.0,246.2,242.7,240.7,241.2,240.6,239.8,239.2,239.7,239.6,239.2,235.8,234.6,235.6,234.7,232.2,232.0,231.7,231.9,233.1,233.6,234.5,235.0,234.3,234.6,237.3,238.8,239.3,238.9,240.3,241.8,241.2,3.4,N.A.,3.3,N.A.,3.3,N.A.,3.2,N.A.,3.2,N.A.,3.1,N.A.,3.2,N.A.,3.2,N.A.,3.2,N.A.,3.3,N.A.,3.3,N.A.,3.3,N.A.,3.2,N.A.,3.1,N.A.,3.1,N.A.,3.1,N.A.,3.0,N.A.,2.9,N.A.,2.9,N.A.,2.9,N.A.,2.8,N.A.,2.7,N.A.,2.6,N.A.,2.5,N.A.,2.5,N.A.,2.5,N.A.,2.8,N.A.,3.1,N.A.,3.4,N.A.,3.7,N.A.,3.9,N.A.,4.0,N.A.,4.1,N.A.,4.2,N.A.,4.2,N.A.,4.3,4.4,4.4,4.5,4.6,4.7,4.8,4.8,4.9,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.8,4.8,4.7,4.5,4.4,4.3,4.2,4.1,4.0,3.9,3.8,3.6,3.6,3.5,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
Male,45 - 49,85.1,N.A.,79.2,N.A.,93.2,N.A.,96.5,N.A.,100.6,N.A.,101.2,N.A.,105.4,N.A.,108.3,N.A.,109.6,N.A.,113.1,N.A.,116.2,N.A.,119.8,N.A.,124.9,N.A.,129.4,N.A.,132.2,N.A.,134.0,N.A.,134.7,N.A.,136.3,N.A.,143.2,N.A.,145.3,N.A.,147.1,N.A.,148.5,N.A.,149.3,N.A.,147.6,N.A.,145.4,N.A.,141.3,N.A.,137.5,N.A.,134.1,N.A.,131.9,N.A.,132.6,N.A.,140.7,N.A.,153.6,N.A.,172.7,N.A.,193.8,N.A.,212.5,N.A.,236.0,240.4,243.9,248.0,249.9,252.7,256.0,257.6,260.7,264.4,270.5,278.1,283.6,289.9,297.4,305.1,309.4,314.3,319.5,324.3,323.7,320.7,320.1,320.5,320.1,317.1,315.9,313.3,307.7,299.4,295.3,291.3,286.1,278.5,270.8,264.5,258.0,250.5,246.1,243.1,240.2,240.5,241.1,242.2,243.1,244.1,246.1,247.5,246.0,242.1,242.2,238.7,234.8,234.9,234.4,231.6,230.4,230.2,231.6,235.1,2.7,N.A.,2.4,N.A.,2.7,N.A.,2.8,N.A.,2.8,N.A.,2.8,N.A.,2.8,N.A.,2.8,N.A.,2.8,N.A.,2.9,N.A.,2.9,N.A.,2.9,N.A.,2.9,N.A.,3.0,N.A.,3.0,N.A.,3.0,N.A.,2.9,N.A.,2.9,N.A.,2.9,N.A.,2.9,N.A.,2.8,N.A.,2.8,N.A.,2.8,N.A.,2.7,N.A.,2.7,N.A.,2.6,N.A.,2.5,N.A.,2.4,N.A.,2.3,N.A.,2.3,N.A.,2.4,N.A.,2.6,N.A.,2.9,N.A.,3.2,N.A.,3.5,N.A.,3.7,3.7,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.6,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.4,4.2,4.2,4.1,4.0,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1
Male,50 - 54,64.6,N.A.,69.4,N.A.,73.1,N.A.,75.6,N.A.,78.5,N.A.,79.2,N.A.,83.5,N.A.,87.7,N.A.,91.4,N.A.,96.8,N.A.,101.3,N.A.,104.4,N.A.,107.9,N.A.,112.1,N.A.,116.4,N.A.,119.7,N.A.,122.0,N.A.,124.4,N.A.,131.2,N.A.,137.2,N.A.,141.3,N.A.,142.6,N.A.,144.2,N.A.,145.2,N.A.,146.6,N.A.,147.6,N.A.,147.2,N.A.,146.3,N.A.,144.3,N.A.,141.5,N.A.,140.2,N.A.,135.4,N.A.,132.2,N.A.,131.0,N.A.,133.3,N.A.,144.6,151.7,158.7,167.7,174.7,182.5,188.2,199.9,210.4,220.2,226.7,230.8,233.9,237.5,239.1,242.8,246.0,249.7,253.9,258.1,264.0,271.4,276.4,282.4,289.6,296.6,299.3,302.7,307.7,312.6,312.8,310.9,311.8,313.3,313.8,311.2,310.6,308.4,303.8,296.0,292.9,287.8,280.9,273.0,266.9,262.8,258.1,251.5,248.8,246.0,245.0,243.4,243.7,246.9,246.4,245.4,246.0,245.1,244.2,242.5,2.0,N.A.,2.1,N.A.,2.1,N.A.,2.2,N.A.,2.2,N.A.,2.2,N.A.,2.2,N.A.,2.3,N.A.,2.4,N.A.,2.4,N.A.,2.5,N.A.,2.5,N.A.,2.5,N.A.,2.6,N.A.,2.6,N.A.,2.6,N.A.,2.7,N.A.,2.7,N.A.,2.7,N.A.,2.7,N.A.,2.7,N.A.,2.7,N.A.,2.7,N.A.,2.7,N.A.,2.7,N.A.,2.7,N.A.,2.6,N.A.,2.6,N.A.,2.5,N.A.,2.5,N.A.,2.4,N.A.,2.3,N.A.,2.2,N.A.,2.2,N.A.,2.2,N.A.,2.2,2.3,2.4,2.6,2.7,2.8,2.8,3.0,3.2,3.3,3.4,3.4,3.5,3.5,3.6,3.6,3.6,3.7,3.7,3.8,3.9,3.9,4.0,4.1,4.2,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.2,4.1,4.0,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2
Male,55 - 59,38.0,N.A.,41.5,N.A.,45.6,N.A.,50.1,N.A.,55.4,N.A.,58.9,N.A.,63.5,N.A.,67.1,N.A.,69.8,N.A.,73.3,N.A.,76.7,N.A.,80.9,N.A.,85.7,N.A.,89.9,N.A.,92.9,N.A.,95.8,N.A.,99.8,N.A.,104.0,N.A.,108.8,N.A.,111.0,N.A.,114.1,N.A.,118.6,N.A.,123.3,N.A.,127.1,N.A.,129.8,N.A.,132.3,N.A.,136.2,N.A.,138.9,N.A.,140.1,N.A.,139.7,N.A.,140.4,N.A.,140.1,N.A.,140.6,N.A.,139.7,N.A.,137.7,N.A.,140.3,138.9,137.0,134.3,132.6,132.2,133.2,133.5,132.4,133.2,136.0,142.9,149.3,156.6,163.0,170.9,177.7,188.6,198.0,208.6,214.7,218.9,222.2,226.3,228.9,233.4,236.9,239.7,243.7,247.8,253.9,261.5,267.5,274.0,281.1,288.7,291.6,295.6,300.9,306.2,306.8,305.7,307.7,309.4,308.8,306.4,305.3,304.3,297.0,287.7,284.9,278.0,270.7,267.5,262.3,256.4,251.7,246.7,244.6,243.4,1.2,N.A.,1.3,N.A.,1.3,N.A.,1.4,N.A.,1.5,N.A.,1.6,N.A.,1.7,N.A.,1.8,N.A.,1.8,N.A.,1.9,N.A.,1.9,N.A.,2.0,N.A.,2.0,N.A.,2.1,N.A.,2.1,N.A.,2.1,N.A.,2.2,N.A.,2.2,N.A.,2.2,N.A.,2.2,N.A.,2.2,N.A.,2.3,N.A.,2.3,N.A.,2.4,N.A.,2.4,N.A.,2.4,N.A.,2.4,N.A.,2.5,N.A.,2.5,N.A.,2.4,N.A.,2.4,N.A.,2.4,N.A.,2.4,N.A.,2.3,N.A.,2.2,N.A.,2.2,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.8,2.9,3.1,3.1,3.2,3.2,3.3,3.3,3.4,3.4,3.4,3.5,3.5,3.6,3.7,3.7,3.8,3.9,4.0,4.0,4.1,4.1,4.2,4.2,4.1,4.2,4.2,4.1,4.1,4.1,4.0,4.0,3.9,3.8,3.8,3.7,3.6,3.5,3.4,3.3,3.3,3.3,3.2
Male,60 - 64,26.8,N.A.,29.1,N.A.,30.5,N.A.,31.0,N.A.,32.0,N.A.,32.7,N.A.,35.8,N.A.,39.8,N.A.,44.3,N.A.,49.7,N.A.,54.7,N.A.,58.2,N.A.,62.4,N.A.,67.7,N.A.,72.8,N.A.,76.4,N.A.,78.5,N.A.,81.7,N.A.,85.6,N.A.,90.3,N.A.,94.0,N.A.,95.5,N.A.,97.7,N.A.,100.2,N.A.,104.1,N.A.,108.1,N.A.,111.5,N.A.,115.3,N.A.,118.2,N.A.,121.2,N.A.,125.1,N.A.,126.6,N.A.,128.0,N.A.,130.5,N.A.,132.2,N.A.,140.6,141.3,141.1,142.2,138.8,137.9,136.5,137.3,135.8,136.3,133.9,131.4,128.9,126.0,124.5,123.2,124.0,125.4,125.2,125.4,127.6,134.5,140.8,148.6,155.1,162.9,169.6,179.7,188.2,198.7,205.1,209.7,213.7,217.5,219.9,224.1,227.5,230.1,234.1,238.1,244.1,252.6,258.9,266.5,275.3,283.6,287.0,293.2,297.9,300.8,300.3,299.8,303.6,307.4,305.9,302.0,299.8,295.4,288.1,281.1,0.8,N.A.,0.9,N.A.,0.9,N.A.,0.9,N.A.,0.9,N.A.,0.9,N.A.,1.0,N.A.,1.0,N.A.,1.1,N.A.,1.3,N.A.,1.4,N.A.,1.4,N.A.,1.5,N.A.,1.5,N.A.,1.6,N.A.,1.7,N.A.,1.7,N.A.,1.8,N.A.,1.7,N.A.,1.8,N.A.,1.8,N.A.,1.8,N.A.,1.8,N.A.,1.9,N.A.,1.9,N.A.,2.0,N.A.,2.0,N.A.,2.0,N.A.,2.1,N.A.,2.1,N.A.,2.2,N.A.,2.2,N.A.,2.2,N.A.,2.2,N.A.,2.1,N.A.,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,2.0,2.1,2.2,2.3,2.4,2.6,2.7,2.8,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.3,3.3,3.4,3.5,3.6,3.7,3.8,3.8,3.9,4.0,4.1,4.0,4.1,4.1,4.1,4.1,4.0,4.0,3.9,3.8,3.7
Male,65 - 69,15.3,N.A.,16.4,N.A.,17.9,N.A.,19.7,N.A.,21.6,N.A.,22.9,N.A.,24.4,N.A.,25.3,N.A.,25.8,N.A.,26.7,N.A.,28.4,N.A.,31.1,N.A.,34.7,N.A.,38.3,N.A.,40.9,N.A.,43.4,N.A.,48.7,N.A.,53.7,N.A.,59.6,N.A.,64.1,N.A.,68.2,N.A.,71.3,N.A.,73.8,N.A.,75.8,N.A.,77.7,N.A.,79.7,N.A.,82.4,N.A.,85.6,N.A.,88.0,N.A.,90.0,N.A.,93.6,N.A.,97.1,N.A.,101.2,N.A.,105.6,N.A.,109.2,N.A.,118.6,121.2,122.2,124.1,126.9,129.4,129.6,130.3,129.0,128.7,128.2,128.3,128.6,129.2,127.2,126.8,126.5,126.6,126.3,127.2,125.2,124.1,122.5,120.0,118.7,117.4,118.3,119.6,119.3,119.4,121.5,128.6,134.8,142.4,148.7,156.5,163.0,172.7,180.3,190.4,196.5,201.0,205.0,209.5,212.3,217.2,220.2,224.3,227.7,231.7,239.5,247.1,254.1,266.3,276.0,281.8,283.8,286.6,290.1,292.5,0.5,N.A.,0.5,N.A.,0.5,N.A.,0.6,N.A.,0.6,N.A.,0.6,N.A.,0.7,N.A.,0.7,N.A.,0.7,N.A.,0.7,N.A.,0.7,N.A.,0.8,N.A.,0.8,N.A.,0.9,N.A.,0.9,N.A.,1.0,N.A.,1.1,N.A.,1.2,N.A.,1.2,N.A.,1.3,N.A.,1.3,N.A.,1.4,N.A.,1.4,N.A.,1.4,N.A.,1.4,N.A.,1.4,N.A.,1.5,N.A.,1.5,N.A.,1.5,N.A.,1.6,N.A.,1.6,N.A.,1.7,N.A.,1.7,N.A.,1.7,N.A.,1.8,N.A.,1.8,1.9,1.9,1.9,1.9,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.7,2.8,2.8,2.8,2.9,2.9,3.0,3.0,3.1,3.2,3.3,3.5,3.6,3.7,3.7,3.8,3.8,3.9,3.9
Male,70 - 74,9.6,N.A.,10.1,N.A.,10.4,N.A.,10.5,N.A.,10.9,N.A.,11.3,N.A.,12.2,N.A.,13.5,N.A.,15.1,N.A.,16.9,N.A.,18.4,N.A.,19.4,N.A.,20.6,N.A.,22.3,N.A.,23.8,N.A.,24.6,N.A.,26.6,N.A.,29.1,N.A.,33.2,N.A.,36.2,N.A.,39.9,N.A.,42.7,N.A.,45.7,N.A.,48.9,N.A.,52.5,N.A.,55.6,N.A.,57.6,N.A.,59.2,N.A.,60.5,N.A.,62.2,N.A.,64.5,N.A.,66.7,N.A.,68.8,N.A.,72.1,N.A.,76.2,N.A.,84.4,85.4,86.8,88.1,89.9,91.8,93.1,94.8,97.8,101.1,102.3,104.4,105.1,106.6,108.7,112.6,113.2,114.4,112.7,111.7,112.4,114.0,115.4,117.3,116.1,115.7,115.3,116.2,116.7,118.1,116.7,114.8,112.8,110.6,109.5,108.5,109.6,110.6,110.3,110.3,112.2,118.8,124.6,131.9,137.8,145.9,152.7,162.0,168.8,176.8,182.0,187.0,192.9,201.3,205.5,208.9,212.1,215.8,219.0,221.6,0.3,N.A.,0.3,N.A.,0.3,N.A.,0.3,N.A.,0.3,N.A.,0.3,N.A.,0.3,N.A.,0.4,N.A.,0.4,N.A.,0.4,N.A.,0.5,N.A.,0.5,N.A.,0.5,N.A.,0.5,N.A.,0.5,N.A.,0.5,N.A.,0.6,N.A.,0.6,N.A.,0.7,N.A.,0.7,N.A.,0.8,N.A.,0.8,N.A.,0.9,N.A.,0.9,N.A.,1.0,N.A.,1.0,N.A.,1.0,N.A.,1.1,N.A.,1.1,N.A.,1.1,N.A.,1.1,N.A.,1.1,N.A.,1.2,N.A.,1.2,N.A.,1.2,N.A.,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.7,1.8,1.8,1.9,2.0,2.2,2.3,2.4,2.5,2.5,2.6,2.7,2.7,2.8,2.8,2.9,2.9,3.0
Male,75 - 79,4.1,N.A.,4.6,N.A.,5.0,N.A.,5.6,N.A.,6.1,N.A.,6.5,N.A.,6.8,N.A.,6.9,N.A.,6.9,N.A.,7.1,N.A.,7.6,N.A.,8.5,N.A.,9.9,N.A.,11.4,N.A.,12.3,N.A.,12.5,N.A.,13.6,N.A.,15.1,N.A.,16.4,N.A.,17.7,N.A.,19.3,N.A.,20.8,N.A.,22.2,N.A.,23.5,N.A.,25.0,N.A.,26.8,N.A.,29.7,N.A.,32.7,N.A.,35.4,N.A.,37.6,N.A.,39.7,N.A.,41.2,N.A.,43.2,N.A.,45.5,N.A.,48.2,N.A.,52.4,53.7,55.1,56.1,57.0,58.2,59.7,60.0,61.1,61.8,63.6,65.1,67.2,68.9,70.2,72.2,73.2,74.9,77.4,80.8,82.3,85.5,86.9,89.0,91.3,95.0,95.8,97.3,96.3,96.2,97.0,98.1,99.1,101.1,100.4,100.2,99.9,100.9,101.2,102.6,101.2,99.6,97.9,96.2,95.6,94.5,94.9,94.2,92.2,93.1,96.6,102.0,107.0,115.4,122.0,131.1,139.3,148.5,154.7,161.3,0.1,N.A.,0.1,N.A.,0.1,N.A.,0.2,N.A.,0.2,N.A.,0.2,N.A.,0.2,N.A.,0.2,N.A.,0.2,N.A.,0.2,N.A.,0.2,N.A.,0.2,N.A.,0.2,N.A.,0.3,N.A.,0.3,N.A.,0.3,N.A.,0.3,N.A.,0.3,N.A.,0.3,N.A.,0.4,N.A.,0.4,N.A.,0.4,N.A.,0.4,N.A.,0.4,N.A.,0.5,N.A.,0.5,N.A.,0.5,N.A.,0.6,N.A.,0.6,N.A.,0.7,N.A.,0.7,N.A.,0.7,N.A.,0.7,N.A.,0.8,N.A.,0.8,N.A.,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.7,1.9,2.0,2.1,2.1
